0.0834,0.2002,0.3229,0.3781,0.4618,0.5516,0.659,0.7896,0.9023,1.2138,1.3559,1.4913,1.584,1.6559,1.8003,1.8225,1.922,2.0661,2.1366,2.4328,2.5233
0.1074,0.1931,0.3267,0.3874,0.4814,0.569,0.6873,0.8316,0.9293,1.2427,1.3853,1.5278,1.6234,1.694,1.827,1.8637,1.9463,2.0822,2.1756,2.4415,2.5347
0.0797,0.1847,0.3056,0.4268,0.51,0.6182,0.7394,0.8175,0.921,1.253,1.3897,1.5172,1.607,1.6908,1.8407,1.8529,1.9506,2.0833,2.167,2.4572,2.5536
0.0847,0.2179,0.3267,0.3924,0.4856,0.5471,0.6862,0.768,0.887,1.1879,1.335,1.4332,1.5206,1.6178,1.7508,1.768,1.876,1.9647,2.0476,2.5235,2.6259
0.0679,0.1985,0.2906,0.4131,0.5076,0.5992,0.7021,0.8623,0.9779,1.2994,1.4353,1.5588,1.6496,1.7545,1.8556,1.904,2.0009,2.1252,2.2216,2.9303,3.0786
0.0789,0.1472,0.2781,0.3433,0.4399,0.5191,0.6748,0.7395,0.8556,1.1539,1.3249,1.4281,1.52,1.6006,1.7468,1.7711,1.8923,2.0245,2.114,2.3963,2.4897
0.0845,0.1813,0.3172,0.3734,0.4576,0.5357,0.6574,0.7426,0.8688,1.1784,1.3136,1.4485,1.5443,1.6259,1.7877,1.7708,1.8783,2.0395,2.1311,2.426,2.5187
0.0834,0.1583,0.2673,0.2533,0.3494,0.4078,0.5074,0.4875,0.5818,0.7271,0.8998,0.8586,0.9671,1.0258,1.1111,1.0269,1.1632,1.1175,1.2337,1.1763,1.2859
0.0787,0.1327,0.2378,0.2225,0.3088,0.3479,0.4472,0.4279,0.5208,0.6384,0.7821,0.8106,0.9218,0.9189,1.0557,1.018,1.1743,1.1294,1.1973,1.1504,1.2938
0.0737,0.0887,0.2276,0.1946,0.2991,0.3329,0.457,0.4158,0.4823,0.6164,0.7703,0.7888,0.8952,0.8913,1.0455,1.0136,1.0707,1.0535,1.1918,1.1357,1.2656
0.056,0.1261,0.2341,0.2119,0.302,0.3379,0.4564,0.4384,0.5387,0.6676,0.8077,0.8029,0.945,0.9239,1.0572,0.9728,1.1539,1.0715,1.1969,1.1585,1.2921
0.0531,0.1211,0.2312,0.2056,0.2787,0.3405,0.4522,0.4476,0.5261,0.6666,0.7918,0.8177,0.9252,0.8951,1.0013,1.0507,1.1602,1.1,1.1982,1.1672,1.2757
0.0884,0.1126,0.2523,0.214,0.3289,0.3514,0.4787,0.443,0.5362,0.6645,0.8342,0.8408,0.9596,0.943,1.0666,1.0312,1.1355,1.0951,1.1954,1.1596,1.2539
0.0378,0.1494,0.2779,0.237,0.3236,0.3709,0.4852,0.4971,0.5768,0.7078,0.8435,0.8517,0.9462,0.9579,1.0648,1.0662,1.1889,1.1134,1.215,1.1832,1.3009
0.0623,0.1095,0.2436,0.2066,0.3054,0.3302,0.444,0.4207,0.5092,0.6153,0.7938,0.7806,0.892,0.9095,1.0109,0.9908,1.115,1.0711,1.1923,1.1132,1.2558
0.057,0.1126,0.2884,0.2377,0.3357,0.3656,0.4685,0.4735,0.5614,0.6652,0.8107,0.8282,0.956,0.9241,1.0065,1.0839,1.2033,1.166,1.2999,1.2111,1.3605
0.0531,0.11,0.2483,0.1892,0.2956,0.3505,0.4839,0.4223,0.5373,0.6479,0.8863,0.806,0.9309,0.9458,1.0924,1.0583,1.1561,1.09,1.2372,1.1737,1.3274
0.0792,0.0873,0.218,0.1971,0.3038,0.2882,0.4021,0.378,0.4974,0.5954,0.7422,0.7369,0.8285,0.8426,0.9959,0.8968,0.9898,0.9583,1.0625,1.0222,1.1358
0.0729,0.1567,0.2984,0.2773,0.3678,0.4072,0.4975,0.4898,0.5753,0.7031,0.882,0.8527,0.9739,1.021,1.1538,1.0717,1.2143,1.1665,1.2665,1.2268,1.3603
0.09,0.148,0.25,0.2275,0.335,0.3788,0.5214,0.5126,0.5805,0.7202,0.8831,0.8411,0.9486,0.9867,1.1034,1.0121,1.151,1.0881,1.1914,1.2119,1.2581
0.0993,0.1634,0.2941,0.2598,0.3464,0.3763,0.5252,0.5537,0.6324,0.7378,0.9073,0.8798,0.992,1.0219,1.1499,1.0507,1.2413,1.1547,1.2912,1.2266,1.3737
0.07,0.119,0.2159,0.2196,0.2964,0.3096,0.3957,0.4493,0.5219,0.66,0.7881,0.8383,0.9333,0.9091,1.0448,1.085,1.161,1.0863,1.1816,1.4562,1.5752
0.0552,0.0886,0.1966,0.1683,0.2705,0.2771,0.4055,0.3666,0.4615,0.5719,0.7314,0.7179,0.8206,0.8252,0.9762,0.8812,1.0029,0.963,1.0953,1.0384,1.163
0.0713,0.1208,0.2668,0.2108,0.3186,0.3646,0.5106,0.4237,0.4892,0.6492,0.8702,0.8659,1.0154,1.0904,1.2382,1.2126,1.3376,1.3024,1.415,1.4082,1.5176
0.0908,0.1401,0.257,0.2713,0.3468,0.3862,0.5079,0.4878,0.5828,0.6971,0.8555,0.8222,0.9281,0.972,1.1035,0.9979,1.1608,1.075,1.1956,1.2309,1.2827
0.0916,0.1644,0.2959,0.251,0.3733,0.3564,0.4884,0.5016,0.5864,0.6844,0.8697,0.8504,0.942,1.0184,1.1623,1.1222,1.2506,1.2109,1.348,1.304,1.4645
0.0668,0.128,0.2323,0.2162,0.3162,0.3587,0.4595,0.4648,0.5498,0.6803,0.85,0.8162,0.9427,0.9666,1.0817,1.0126,1.1599,1.1092,1.2206,1.1848,1.3105
0.0866,0.129,0.2573,0.2166,0.3098,0.3481,0.4756,0.4745,0.5627,0.6673,0.8281,0.8099,0.9179,0.9267,1.0531,0.9782,1.1482,1.0605,1.1859,1.1182,1.2499
0.0689,0.1182,0.2165,0.2035,0.2965,0.306,0.4246,0.4108,0.5093,0.6194,0.7578,0.7742,0.8758,0.8645,1.0243,0.9361,1.0851,1.0129,1.1326,1.0675,1.2051
0.0602,0.1066,0.2241,0.2014,0.3083,0.3294,0.4514,0.4289,0.5015,0.6536,0.8197,0.8448,0.9501,0.9555,1.0817,1.0371,1.1499,1.1171,1.2357,1.1759,1.2915
0.0927,0.1098,0.2339,0.2114,0.3258,0.3382,0.4527,0.416,0.5158,0.6307,0.7862,0.8139,0.9332,1.0291,1.1579,1.1553,1.2717,1.2363,1.3269,1.5295,1.6084
0.0715,0.1218,0.2485,0.1915,0.3124,0.3489,0.4811,0.4877,0.5437,0.6913,0.8627,0.9335,1.0396,1.1059,1.2226,1.1804,1.31,1.2796,1.4138,1.35,1.4974
0.0813,0.1374,0.2459,0.2211,0.305,0.3697,0.4629,0.4425,0.5447,0.6591,0.8226,0.8474,0.9564,0.9826,1.1381,1.0566,1.1855,1.1265,1.305,1.1805,1.3572
0.0937,0.1554,0.2695,0.2478,0.3463,0.397,0.4985,0.482,0.5487,0.7169,0.8954,0.8489,0.9733,1.0412,1.2125,1.0595,1.2157,1.1695,1.2796,1.2414,1.3698
0.0528,0.1008,0.2111,0.1892,0.2903,0.3146,0.4518,0.3961,0.5059,0.6092,0.8051,0.7998,0.9197,0.9209,1.0571,1.0273,1.1358,1.0785,1.1936,1.1399,1.27
0.0768,0.1744,0.2605,0.237,0.3365,0.4204,0.5437,0.4951,0.6102,0.7258,0.881,0.8874,0.994,1.0215,1.1313,1.092,1.2202,1.148,1.2727,1.2057,1.3317
0.0884,0.1073,0.2369,0.2023,0.3174,0.3296,0.4899,0.4526,0.6042,0.6898,0.917,0.8484,0.9426,1.0095,1.1051,1.0383,1.1615,1.1065,1.2053,1.1542,1.2907
0.0924,0.1222,0.2601,0.2091,0.3306,0.3253,0.4447,0.4243,0.5136,0.6327,0.8061,0.817,0.921,0.9559,1.0699,0.9884,1.1188,1.0971,1.2399,1.1899,1.3116
0.0771,0.0884,0.2397,0.2228,0.3405,0.3368,0.4677,0.4426,0.5545,0.6651,0.8542,0.8138,0.9128,0.9351,1.0326,1.0017,1.1053,1.0796,1.204,1.1511,1.2606
0.0692,0.1736,0.3317,0.2657,0.3666,0.4207,0.5332,0.5044,0.6116,0.7167,0.8815,0.8487,0.9676,1.021,1.1303,1.0369,1.2222,1.1427,1.2892,1.2075,1.3289
0.0673,0.1203,0.2518,0.2161,0.3328,0.3489,0.4421,0.4254,0.5012,0.6248,0.7745,0.83,0.9446,0.9484,1.0913,1.0485,1.1579,1.1322,1.197,1.1747,1.303
0.0771,0.1179,0.227,0.2148,0.2898,0.3049,0.3947,0.4852,0.5691,0.7022,0.834,0.8483,0.9402,0.9414,1.0372,1.0264,1.1579,1.0837,1.1787,1.1493,1.2659
0.0885,0.0791,0.2038,0.2141,0.2954,0.3094,0.4092,0.824,0.9475,1.102,1.2412,1.3075,1.3975,1.3841,1.5211,1.5288,1.6632,1.6022,1.693,1.699,1.7835
0.0594,0.0987,0.2154,0.1945,0.2946,0.3266,0.4454,0.4129,0.5211,0.6177,0.7869,0.7883,0.8965,0.9064,1.0395,0.9883,1.1047,1.0701,1.1915,1.1328,1.2529
0.0739,0.1211,0.2856,0.2584,0.3746,0.3616,0.4834,0.4606,0.5612,0.6619,0.8235,0.8475,0.9565,0.9801,1.0973,1.034,1.1713,1.1322,1.2331,1.1904,1.3101
0.0576,0.1346,0.2273,0.2054,0.3052,0.3546,0.4668,0.4517,0.5328,0.6738,0.8193,0.8236,0.9134,0.9278,1.0669,1.0028,1.1459,1.0865,1.1549,1.2337,1.2775
0.0665,0.1474,0.2776,0.22,0.3101,0.412,0.5094,0.4851,0.569,0.6873,0.8339,0.859,0.9754,0.9855,1.1088,1.0222,1.1604,1.0969,1.2166,1.1544,1.2891
0.0705,0.1127,0.2207,0.2289,0.3118,0.3485,0.4494,0.4382,0.5301,0.6486,0.7825,0.7811,0.8831,0.9025,1.029,0.958,1.1191,1.0428,1.1487,1.1816,1.2426
0.0562,0.1184,0.215,0.1997,0.286,0.3312,0.4389,0.4471,0.5226,0.6678,0.8045,0.8328,0.9281,0.9332,1.0911,1.0349,1.1749,1.1173,1.2071,1.1856,1.2936
0.0668,0.1353,0.2515,0.2253,0.3283,0.3626,0.4706,0.4579,0.5643,0.6715,0.8487,0.8473,0.9611,0.9873,1.1169,1.0623,1.193,1.1607,1.2862,1.2013,1.3294
0.0979,0.1348,0.2335,0.2211,0.3156,0.3584,0.4809,0.4822,0.5588,0.7138,0.8846,0.8735,0.9596,0.9848,1.0957,1.063,1.2248,1.177,1.303,1.2838,1.3829
0.1032,0.1377,0.2507,0.2375,0.3507,0.3449,0.4693,0.4552,0.5347,0.6562,0.826,0.8033,0.9147,0.9288,1.0564,1.0231,1.1676,1.0965,1.2457,1.1862,1.33
0.0821,0.1177,0.2518,0.2394,0.3566,0.392,0.5103,0.4633,0.5578,0.6843,0.8786,0.8509,0.981,1.007,1.1327,1.0163,1.1809,1.1478,1.3342,1.2755,1.442
0.0533,0.1308,0.2522,0.1997,0.3021,0.3742,0.4819,0.4718,0.5645,0.7119,0.8677,0.8796,0.9876,1.022,1.1591,1.063,1.1993,1.1335,1.2577,1.2029,1.3265
0.0689,0.1005,0.2331,0.1966,0.3084,0.3031,0.4146,0.3847,0.4639,0.5674,0.7277,0.7229,0.8334,0.821,0.9819,0.8908,1.0316,0.9805,1.1071,1.0367,1.1711
0.0655,0.1417,0.231,0.2056,0.3018,0.3662,0.4512,0.425,0.5035,0.6234,0.762,0.7599,0.7924,1.2297,1.337,1.3256,1.4305,1.4096,1.5334,1.5301,1.6449
0.0668,0.129,0.2307,0.1921,0.2869,0.3025,0.4092,0.4041,0.4849,0.6003,0.7421,0.768,0.8802,0.8525,0.9951,0.8922,1.0656,1.0038,1.0931,1.0789,1.1695
0.1808,0.5475,0.685,0.6644,0.8233,0.8273,0.944,1.0709,1.1446,1.345,1.4707,1.5143,1.6292,1.6279,1.8135,1.8244,1.972,1.8545,2.0258,2.1579,2.2975
0.1294,0.0857,0.2167,0.2368,0.3704,0.3366,0.4501,0.514,0.5995,0.7701,0.9341,0.9769,1.0814,1.0989,1.2737,1.2233,1.3583,1.3144,1.4261,1.5329,1.6525
0.1449,0.1073,0.2433,0.2219,0.3721,0.4268,0.6237,0.7232,0.8433,0.9869,1.1395,1.1712,1.2871,1.28,1.4669,1.416,1.5694,1.5226,1.6596,1.7545,1.8894
0.1388,0.1205,0.2493,0.2427,0.385,0.3683,0.4814,0.5563,0.6574,0.8328,0.9857,1.0161,1.1307,1.126,1.2916,1.2285,1.3809,1.331,1.4648,1.571,1.7127
0.1721,0.181,0.3122,0.3061,0.4545,0.4217,0.5305,0.5664,0.6802,0.8449,0.9974,1.0397,1.1564,1.1279,1.3465,1.3114,1.4416,1.4075,1.5187,1.6231,1.7575
0.1217,0.0928,0.2333,0.2376,0.3851,0.3376,0.4049,0.4922,0.564,0.8394,1.0054,1.0482,1.1477,1.3122,1.5171,1.3521,1.4907,1.5992,1.7613,1.8884,2.0103
0.1682,0.1583,0.2964,0.256,0.4237,0.392,0.5161,0.5932,0.6964,0.8654,1.0103,1.0114,1.1341,1.1434,1.2873,1.262,1.4254,1.4061,1.5471,1.6705,1.8104
0.1085,0.1522,0.2739,0.2678,0.3982,0.38,0.488,0.588,0.7287,0.9085,1.0289,1.0635,1.1675,1.1787,1.3387,1.2957,1.3937,1.3728,1.4684,1.5828,1.6963
0.1819,0.1762,0.3175,0.3429,0.4883,0.4363,0.5664,0.5981,0.696,0.8708,1.0136,1.024,1.1438,1.1948,1.377,1.3028,1.4578,1.3828,1.5449,1.6543,1.7728
0.1964,0.7824,0.9057,0.8999,1.029,1.0364,1.1341,1.2151,1.3122,1.4891,1.6121,1.6507,1.7841,1.7688,1.9307,1.8956,2.0013,1.9909,2.1084,2.2049,2.3166
0.1644,0.1794,0.346,0.3151,0.4833,0.4521,0.5857,0.668,0.7802,0.9579,1.0783,1.095,1.2235,1.1964,1.3419,1.3052,1.4491,1.4047,1.6024,1.6736,1.823
0.1465,0.0923,0.2797,0.2813,0.4476,0.4125,0.5408,0.6131,0.7295,0.8874,1.0464,1.0395,1.1789,1.189,1.3835,1.3268,1.4641,1.4218,1.5499,1.8448,1.9963
0.146,0.1507,0.2872,0.2814,0.4213,0.4253,0.5227,0.6385,0.7552,0.9403,1.0559,1.119,1.2299,1.2046,1.3419,1.348,1.4592,1.4193,1.5336,1.6398,1.7536
0.114,0.1153,0.2336,0.2785,0.3897,0.3767,0.475,0.5579,0.6405,0.8184,0.9383,0.9729,1.0925,1.095,1.2716,1.2009,1.3527,1.3497,1.553,1.6537,1.7854
0.1648,0.1517,0.2787,0.2729,0.4178,0.374,0.4917,0.5603,0.6205,0.8125,0.9355,0.9632,1.0709,1.1694,1.3209,1.3619,1.4812,1.5192,1.6441,1.7688,1.8768
0.1608,0.1002,0.2264,0.2766,0.4189,0.3426,0.468,0.5239,0.6036,0.7776,0.9162,0.9001,1.0239,1.0675,1.2,1.1987,1.298,1.266,1.4091,1.5135,1.6278
0.1927,0.1958,0.3365,0.3529,0.5057,0.4566,0.5783,0.6327,0.7507,0.9524,1.1153,1.1309,1.2558,1.276,1.4255,1.3777,1.5267,1.4725,1.6143,1.6934,1.8402
0.1584,0.1234,0.2721,0.2906,0.4215,0.3856,0.5239,0.9577,1.0907,1.2954,1.4699,1.5064,1.6268,1.6247,1.7953,1.7697,1.9472,1.9025,2.0411,2.1803,2.2904
0.1222,0.1546,0.2893,0.2718,0.4223,0.3909,0.4994,0.6292,0.6883,0.8813,1.027,1.089,1.1956,1.21,1.3644,1.352,1.4716,1.4689,1.5658,1.681,1.808
0.1634,0.1771,0.317,0.3247,0.4575,0.4276,0.5436,0.6259,0.6927,0.8698,1.0255,1.0635,1.1667,1.1855,1.3804,1.3004,1.4559,1.4118,1.567,1.6635,1.8097
0.1462,0.1591,0.2758,0.2859,0.4285,0.372,0.4921,0.5752,0.6515,0.9263,1.0744,1.0696,1.2085,1.2529,1.4031,1.354,1.4919,1.4496,1.5824,1.9116,2.0737
0.1565,0.2084,0.3555,0.3106,0.4653,0.4667,0.5559,0.667,0.7541,0.9186,1.0554,1.0663,1.1917,1.1764,1.3222,1.2937,1.4062,1.3787,1.5062,1.5805,1.7207
0.1671,0.2322,0.3489,0.3341,0.4799,0.4566,0.5908,0.6354,0.7109,0.8867,1.0531,1.0547,1.1803,1.2115,1.376,1.3203,1.4706,1.4407,1.5936,1.8357,1.9714
0.127,0.1422,0.2829,0.2694,0.4284,0.3851,0.534,0.5702,0.6935,0.8388,1.0038,1.0049,1.1433,1.1412,1.3287,1.2957,1.4547,1.4327,1.5808,1.7182,1.8351
0.1819,0.1562,0.2882,0.313,0.4358,0.3904,0.506,0.5627,0.6817,0.8451,0.9893,0.9808,1.1102,1.1114,1.2405,1.2091,1.362,1.2822,1.4596,1.7978,1.9636
0.1413,0.1332,0.2666,0.2642,0.4115,0.3695,0.4817,0.5722,0.6688,0.8383,0.9911,1.0254,1.1434,1.1541,1.35,1.3041,1.433,1.3722,1.4966,1.5844,1.7317
0.1561,0.1182,0.2476,0.3046,0.4508,0.4078,0.5321,0.6155,0.7103,0.8957,1.0441,1.0676,1.1903,1.2068,1.3599,1.3145,1.4397,1.4066,1.5424,1.6378,1.8553
0.137,0.1467,0.2763,0.2615,0.3893,0.3792,0.5094,0.687,0.7831,1.0128,1.1725,1.2016,1.312,1.302,1.4359,1.4216,1.5217,1.5003,1.5803,1.7274,1.815
0.1998,0.163,0.3111,0.3304,0.4915,0.4458,0.5559,0.6469,0.7211,0.9181,1.0417,1.0607,1.1784,1.2387,1.4105,1.3522,1.4964,1.4496,1.569,1.6626,1.7977
0.1363,0.1298,0.2634,0.2666,0.4197,0.3941,0.5211,0.6005,0.7045,0.9052,1.0725,1.1382,1.2382,1.2882,1.4492,1.4331,1.5647,1.5485,1.6755,1.7752,1.9206
0.1304,0.1317,0.2544,0.2684,0.4118,0.3508,0.4702,0.5539,0.6434,0.8232,0.9618,0.9888,1.0933,1.2095,1.3975,1.2119,1.322,1.716,1.862,1.9682,2.1078
0.1478,0.2483,0.3597,0.3114,0.4576,0.4677,0.5754,0.8071,0.8842,1.5221,1.7237,1.8206,1.9531,1.9252,2.1504,2.0638,2.2333,2.2045,2.3439,2.4684,2.5874
0.1222,0.0883,0.2348,0.2683,0.4037,0.3398,0.4752,0.5689,0.6613,0.8221,0.9824,0.9771,1.1115,1.1456,1.3148,1.2784,1.4287,1.3885,1.5168,1.6452,1.7964
0.1869,0.1551,0.2942,0.346,0.4471,0.3935,0.5194,0.5975,0.7007,0.8808,1.0568,1.2421,1.4203,1.4922,1.6928,1.6395,1.7874,1.7232,1.8974,2.001,2.147
0.171,0.2137,0.3603,0.3209,0.463,0.439,0.5501,0.6425,0.7494,0.8999,1.0277,1.0438,1.185,1.1473,1.3376,1.2706,1.4139,1.3698,1.5155,1.6217,1.7444
0.1684,0.2596,0.2937,0.2739,0.4172,0.6938,0.8113,0.9108,1.0072,1.1596,1.2975,1.2938,1.4063,1.4436,1.6271,1.5714,1.6779,1.6559,1.7705,1.8472,1.9966
